label_order,target_id,target_type,doc_id,role,url,predicted_medium,predicted_doc_facets,predicted_target_class,gold_facets,notes
118,app_store_app__rescueenchanteriap,app_store_app,store_listing-00,store_listing,https://apps.apple.com/us/app/rescue-the-enchanter-lite/id1193065482?uo=4,,,prose:named;prose:category;prose:generic,,
118,app_store_app__rescueenchanteriap,app_store_app,privacy_policy-01,privacy_policy,https://syntaxity.com/privacy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
119,data_broker__the-newco-s-r-l,data_broker,privacy_policy-00,privacy_policy,https://www.thenewco.tech/privacy-policy/,structured,structured:named;structured:category;structured:generic,structured:named;structured:category;structured:generic,,
120,data_broker__truedata-solutions-inc,data_broker,do_not_sell-01,do_not_sell,https://info-prod.truedata.co/opt-out-request,prose,prose:named;prose:category,prose:named;prose:category,,
121,website__500kproject-com,website,privacy_policy-00,privacy_policy,http://privacypolicy.news/privacy-policy.html,prose,prose:category;prose:generic,prose:category;prose:generic,,
122,play_store_app__esker,play_store_app,store_listing-00,store_listing,https://play.google.com/store/apps/details?id=com.esker.esker&hl=en&gl=US,,,prose:category;prose:generic,,
122,play_store_app__esker,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.esker.esker&hl=en&gl=US,,,prose:category;prose:generic,,
122,play_store_app__esker,play_store_app,privacy_policy-02,privacy_policy,https://www.esker.com/privacy-policy/,prose,prose:category;prose:generic,prose:category;prose:generic,,
123,play_store_app__ftype,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.jaguar.ftype&hl=en&gl=US,,,,,
123,play_store_app__ftype,play_store_app,privacy_policy-02,privacy_policy,https://www.jaguar.com/en-xi/jdx/index.html,prose,,,,
124,play_store_app__crochetpracticestepbystep,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.handmadestudio.crochetpracticestepbystep&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,
124,play_store_app__crochetpracticestepbystep,play_store_app,privacy_policy-02,privacy_policy,https://docs.google.com/document/d/1k5bWUUjMerkdBrDu1RMZlm7xQLulA7G03va5J33WfUY/pub,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
125,play_store_app__flappy3d,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.mace.flappy3d&hl=en&gl=US,,,prose:category;prose:generic;machine_readable:named,,
125,play_store_app__flappy3d,play_store_app,privacy_policy-02,privacy_policy,https://tippytap.ca/privacy-policy,prose,prose:category;prose:generic,prose:category;prose:generic;machine_readable:named,,
125,play_store_app__flappy3d,play_store_app,app_ads_txt-03,app_ads_txt,https://tippytap.ca/app-ads.txt,machine_readable,machine_readable:named,prose:category;prose:generic;machine_readable:named,,
126,play_store_app__saborvenezolano,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.crmboost.saborvenezolano&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,
126,play_store_app__saborvenezolano,play_store_app,privacy_policy-02,privacy_policy,http://crmboost.com/tasty/privacy.fwx?compid=10010995,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
127,app_store_app__spider-robotic-battle-robot-transforming-game,app_store_app,privacy_policy-00,privacy_policy,https://gamessoftstudios.wixsite.com/website/privacy-policy,prose,prose:category;prose:generic,prose:category;prose:generic,,
128,app_store_app__platformtower,app_store_app,privacy_policy-00,privacy_policy,https://www.game5mobile.com/numberrumblefaq,other_doc,,,,
129,app_store_app__attack,app_store_app,privacy_policy-00,privacy_policy,http://actionunigames.blogspot.com/2017/05/privacy-policy.html,prose,prose:named,prose:named,,
130,data_broker__ad-tech-company-o,data_broker,privacy_policy-00,privacy_policy,https://floxis.tech/privacy,prose,prose:category;prose:generic,prose:category;prose:generic;machine_readable:named,,
130,data_broker__ad-tech-company-o,data_broker,partners_page-01,partners_page,https://floxis.tech/#integrations,other_doc,,prose:category;prose:generic;machine_readable:named,,
130,data_broker__ad-tech-company-o,data_broker,sellers_json-06,sellers_json,https://floxis.tech/sellers.json,machine_readable,machine_readable:named,prose:category;prose:generic;machine_readable:named,,
131,app_store_app__boomballons,app_store_app,privacy_policy-00,privacy_policy,https://tspmobile.pl/privacy-policy/privacy-policy-for-our-applications-for-android/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
131,app_store_app__boomballons,app_store_app,app_ads_txt-01,app_ads_txt,http://tspmobile.pl/app-ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
132,app_store_app__photocollage,app_store_app,privacy_policy-00,privacy_policy,https://github.com/BatterAappSolution/Pixel-Effect-Collage-Maker/blame/master/Privacy%20Policy.md,prose,,,,
133,data_broker__hbagency,data_broker,privacy_policy-00,privacy_policy,https://www.hbagency.ai/privacy,prose,prose:generic,prose:generic,,
133,data_broker__hbagency,data_broker,help_doc-01,help_doc,https://www.hbagency.ai/contacts,other_doc,,prose:generic,,
133,data_broker__hbagency,data_broker,subprocessor_list-02,subprocessor_list,https://www.hbagency.ai/subprocessors,,,prose:generic,,
134,app_store_app__dandiaconescusoundboard,app_store_app,privacy_policy-00,privacy_policy,http://aplicatiiandroidromanesti.blogspot.com/p/privacy-policy.html,prose,prose:category;prose:generic,prose:category;prose:generic,,
135,play_store_app__tinyplanet,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.zinilaus.photoeffect.tinyplanet&hl=en&gl=US,,,prose:generic,,
135,play_store_app__tinyplanet,play_store_app,privacy_policy-02,privacy_policy,http://zinila.com/policy.html,prose,prose:generic,prose:generic,,
136,data_broker__nexx360,data_broker,privacy_policy-00,privacy_policy,https://nexx360.io/privacy-policy/,prose,,prose:named;prose:generic,,
136,data_broker__nexx360,data_broker,help_doc-01,help_doc,https://nexx360.io/the-trusted-third-party-to-support-the-programmatic-evolution-of-online-content-publishers/,other_doc,,prose:named;prose:generic,,
136,data_broker__nexx360,data_broker,cookie_policy-02,cookie_policy,https://nexx360.io/politique-de-cookies-ue/,prose,prose:named;prose:generic,prose:named;prose:generic,,
137,data_broker__arcspan-technologies-inc,data_broker,privacy_policy-01,privacy_policy,https://arcspan.com/privacy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
138,website__ghetosearch-com,website,privacy_policy-01,privacy_policy,https://www.ghetosearch.com,,,,,
138,website__ghetosearch-com,website,cookie_policy-03,cookie_policy,https://www.ghetosearch.com,,,,,
138,website__ghetosearch-com,website,do_not_sell-04,do_not_sell,https://www.ghetosearch.com,,,,,
138,website__ghetosearch-com,website,dpa-05,dpa,https://www.ghetosearch.com,,,,,
138,website__ghetosearch-com,website,partners_page-06,partners_page,https://www.ghetosearch.com,other_doc,,,,
138,website__ghetosearch-com,website,subprocessor_list-06,subprocessor_list,https://www.ghetosearch.com,,,,,
138,website__ghetosearch-com,website,vendor_list-07,vendor_list,https://www.ghetosearch.com,,,,,
139,website__media-io,website,privacy_policy-00,privacy_policy,https://www.wondershare.com/privacy.html,structured,structured:named;structured:category;structured:generic,structured:named;structured:category;structured:generic,,
140,app_store_app__iatdmct2017,app_store_app,privacy_policy-00,privacy_policy,http://fs.confit.atlas.jp/app/apppolicy_en.html,prose,prose:category;prose:generic,prose:category;prose:generic,,
141,app_store_app__fanartdbswallpaperhd,app_store_app,privacy_policy-00,privacy_policy,http://amplaystudio.blogspot.com/2017/11/privacy-policy.html,prose,prose:category;prose:generic,prose:category;prose:generic,,
143,app_store_app__mayalagukoreapsy,app_store_app,privacy_policy-00,privacy_policy,http://watisukamti.blogspot.com/p/lagu-korea-psy-privacy-policy-this.html,prose,prose:category;prose:generic,prose:category;prose:generic,,
144,app_store_app__store,app_store_app,store_listing-00,store_listing,https://apps.apple.com/us/app/garagistic/id1166979331?uo=4,structured,structured:generic,structured:generic,,
144,app_store_app__store,app_store_app,privacy_policy-01,privacy_policy,https://www.garagistic.com/pages/privacy-policy,prose,,structured:generic,,
145,play_store_app__srn,play_store_app,store_listing-00,store_listing,https://play.google.com/store/apps/details?id=mipl.srn&hl=en&gl=US,,,prose:generic,,
145,play_store_app__srn,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=mipl.srn&hl=en&gl=US,,,prose:generic,,
145,play_store_app__srn,play_store_app,privacy_policy-02,privacy_policy,https://www.mipl.co.in/privacy-policy.html,prose,prose:generic,prose:generic,,
146,website__keynote-com,website,privacy_policy-00,privacy_policy,https://policies.google.com/privacy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;other_doc:named;other_doc:category;other_doc:generic,,
146,website__keynote-com,website,subprocessor_list-01,subprocessor_list,https://www.dynatrace.com/platform/mobile-app-monitoring/?vehicle_name=keynote.com,,,prose:named;prose:category;prose:generic;other_doc:named;other_doc:category;other_doc:generic,,
146,website__keynote-com,website,do_not_sell-02,do_not_sell,https://www.google.com/history/optout?utm_source=pp&nzb=1,,,prose:named;prose:category;prose:generic;other_doc:named;other_doc:category;other_doc:generic,,
146,website__keynote-com,website,partners_page-03,partners_page,https://policies.google.com/technologies/partner-sites,other_doc,other_doc:named;other_doc:category;other_doc:generic,prose:named;prose:category;prose:generic;other_doc:named;other_doc:category;other_doc:generic,,
147,app_store_app__evercheck,app_store_app,privacy_policy-00,privacy_policy,http://evercheck.com/privacy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
148,play_store_app__pip6,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=photo.photocollage.pip6&hl=en&gl=US,,,prose:named;prose:generic,,
148,play_store_app__pip6,play_store_app,privacy_policy-02,privacy_policy,http://collagemakerapps.blogspot.com/,prose,prose:named;prose:generic,prose:named;prose:generic,,
149,app_store_app__fightwithfruit,app_store_app,privacy_policy-00,privacy_policy,https://1privacypolicy.weebly.com/,prose,prose:named;prose:generic,prose:named;prose:generic,,
150,data_broker__muso-tnt-limited,data_broker,privacy_policy-00,privacy_policy,https://www.muso.com/policies/muso-privacy-policy,structured,structured:named;structured:category;structured:generic,prose:named;prose:category;prose:generic;structured:named;structured:category;structured:generic,,
150,data_broker__muso-tnt-limited,data_broker,cookie_policy-01,cookie_policy,https://www.muso.com/policies/muso-cookie-policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;structured:named;structured:category;structured:generic,,
151,play_store_app__menara3,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=klikhost.radio.menara3&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,
151,play_store_app__menara3,play_store_app,privacy_policy-02,privacy_policy,http://klikhost.com/privacypolicy/androidapps/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
152,app_store_app__lion-lock-screen,app_store_app,privacy_policy-00,privacy_policy,https://cosmicmobile.com:443/cosmic-mobile-privacy-policy/,structured,structured:named;structured:category;structured:generic,structured:named;structured:category;structured:generic,,
153,app_store_app__flashlighthtc,app_store_app,privacy_policy-00,privacy_policy,http://www.nenter.pl/app/policy/?package=pl.nenter.app.flashlighthtc,prose,prose:named,prose:named;machine_readable:named,,
153,app_store_app__flashlighthtc,app_store_app,app_ads_txt-01,app_ads_txt,http://www.nenter.pl/app-ads.txt,machine_readable,machine_readable:named,prose:named;machine_readable:named,,
154,play_store_app__mazi,play_store_app,store_listing-00,store_listing,https://play.google.com/store/apps/details?id=com.automon.saita.amanatidou.lamprakhs.mazi&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,
154,play_store_app__mazi,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.automon.saita.amanatidou.lamprakhs.mazi&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,
154,play_store_app__mazi,play_store_app,privacy_policy-02,privacy_policy,https://creativecommons.org/privacy/privacy-policy-pre-2008-10-15/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
155,data_broker__adelement-media-solutions-pvt-ltd,data_broker,privacy_policy-00,privacy_policy,https://adelement.com/privacy-policy.html,prose,prose:category,prose:category;machine_readable:named,,
155,data_broker__adelement-media-solutions-pvt-ltd,data_broker,do_not_sell-01,do_not_sell,https://adelement.com/opt-out.html,prose,,prose:category;machine_readable:named,,
155,data_broker__adelement-media-solutions-pvt-ltd,data_broker,subprocessor_list-02,subprocessor_list,https://adelement.com/subprocessors,,,prose:category;machine_readable:named,,
155,data_broker__adelement-media-solutions-pvt-ltd,data_broker,sellers_json-06,sellers_json,https://adelement.com/sellers.json,machine_readable,machine_readable:named,prose:category;machine_readable:named,,
156,website__prada-com,website,privacy_policy-00,privacy_policy,https://www.prada.com/us/en/info/privacy-policy.html,prose,prose:category;prose:generic,prose:category;prose:generic;structured:named;structured:category;structured:generic,,
156,website__prada-com,website,cookie_policy-01,cookie_policy,https://www.prada.com/us/en/info/cookie-policy.html,structured,structured:named;structured:category;structured:generic,prose:category;prose:generic;structured:named;structured:category;structured:generic,,
156,website__prada-com,website,help_doc-02,help_doc,https://www.prada.com/us/en/info/faqs.html,other_doc,,prose:category;prose:generic;structured:named;structured:category;structured:generic,,
157,data_broker__start-io-inc,data_broker,privacy_policy-00,privacy_policy,https://www.start.io/policy/privacy-policy-site/,structured,structured:named;structured:category;structured:generic,prose:named;prose:category;structured:named;structured:category;structured:generic;machine_readable:named,,
157,data_broker__start-io-inc,data_broker,help_doc-01,help_doc,https://support.start.io/hc/en-us,other_doc,,prose:named;prose:category;structured:named;structured:category;structured:generic;machine_readable:named,,
157,data_broker__start-io-inc,data_broker,do_not_sell-02,do_not_sell,https://www.start.io/do-not-sell-or-sharemy-personal-information/,prose,prose:named;prose:category,prose:named;prose:category;structured:named;structured:category;structured:generic;machine_readable:named,,
157,data_broker__start-io-inc,data_broker,sellers_json-18,sellers_json,https://www.start.io/sellers.json,machine_readable,machine_readable:named,prose:named;prose:category;structured:named;structured:category;structured:generic;machine_readable:named,,
158,data_broker__next-media-solutions,data_broker,privacy_policy-00,privacy_policy,https://www.rmcbfm-ads.com/donnees-personnelles.html,,,machine_readable:named,,
158,data_broker__next-media-solutions,data_broker,ads_txt-21,ads_txt,https://www.rmcbfm-ads.com/ads.txt,machine_readable,machine_readable:named,machine_readable:named,,
159,app_store_app__japanrun,app_store_app,privacy_policy-00,privacy_policy,https://privacypolicyafredenuccigames.wordpress.com/,prose,prose:category;prose:generic,prose:category;prose:generic,,
160,play_store_app__babyspanish,play_store_app,store_listing-00,store_listing,https://play.google.com/store/apps/details?id=white.simplicity.babyspanish&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,
160,play_store_app__babyspanish,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=white.simplicity.babyspanish&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,
160,play_store_app__babyspanish,play_store_app,privacy_policy-02,privacy_policy,https://www.iubenda.com/privacy-policy/858073/legal,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
161,data_broker__permutive-limited,data_broker,privacy_policy-00,privacy_policy,https://permutive.com/privacy,prose,prose:category;prose:generic,prose:named;prose:category;prose:generic;other_doc:category,,
161,data_broker__permutive-limited,data_broker,cookie_policy-07,cookie_policy,https://permutive.com/cookies-context-and-the-metrics-that-matter-how-publishers-can-climb-the-value-chain,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;other_doc:category,,
161,data_broker__permutive-limited,data_broker,partners_page-16,partners_page,https://permutive.com/partners,other_doc,other_doc:category,prose:named;prose:category;prose:generic;other_doc:category,,
162,website__flixify-hosting-com,website,privacy_policy-00,privacy_policy,https://flixify-hosting.com/privacy-policy.php,prose,prose:named;prose:generic,prose:named;prose:generic,,
162,website__flixify-hosting-com,website,help_doc-01,help_doc,https://flixify-hosting.com/portal.php,other_doc,,prose:named;prose:generic,,
163,play_store_app__sunderlandlibraries,play_store_app,store_listing-00,store_listing,https://play.google.com/store/apps/details?id=uk.co.solus.SunderlandLibraries&hl=en&gl=US,structured,structured:generic,structured:generic,,
163,play_store_app__sunderlandlibraries,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=uk.co.solus.SunderlandLibraries&hl=en&gl=US,structured,structured:generic,structured:generic,,
163,play_store_app__sunderlandlibraries,play_store_app,privacy_policy-02,privacy_policy,http://www.yourlibraryapp.co.uk/Privacy.htm,prose,,structured:generic,,
164,website__houstonpublicmedia-org,website,privacy_policy-00,privacy_policy,https://uhsystem.edu/resources/privacy-notice/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
164,website__houstonpublicmedia-org,website,help_doc-01,help_doc,https://www.houstonpublicmedia.org/support/hpm-plus/,other_doc,,prose:named;prose:category;prose:generic,,
165,play_store_app__app2,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.facilethings.app2&hl=en&gl=US,,,prose:generic,,
165,play_store_app__app2,play_store_app,privacy_policy-02,privacy_policy,https://facilethings.com/privacy/en,prose,prose:generic,prose:generic,,
166,data_broker__brave-people-ltd,data_broker,privacy_policy-00,privacy_policy,https://www.thebrave.io/privacy-policy/,prose,prose:category;prose:generic,prose:category;prose:generic;structured:named;structured:category;structured:generic;machine_readable:named,,
166,data_broker__brave-people-ltd,data_broker,cookie_policy-08,cookie_policy,https://www.thebrave.io/cookies-notice/,structured,structured:named;structured:category;structured:generic,prose:category;prose:generic;structured:named;structured:category;structured:generic;machine_readable:named,,
166,data_broker__brave-people-ltd,data_broker,sellers_json-20,sellers_json,https://www.thebrave.io/sellers.json,machine_readable,machine_readable:named,prose:category;prose:generic;structured:named;structured:category;structured:generic;machine_readable:named,,
167,data_broker__roam-b-v-echo-analytics,data_broker,privacy_policy-00,privacy_policy,https://www.roam-geo.com/privacy-policy,prose,prose:category;prose:generic,prose:category;prose:generic,,
167,data_broker__roam-b-v-echo-analytics,data_broker,do_not_sell-01,do_not_sell,https://www.roam-geo.com/privacy/do-not-sell-my-personal-information,,,prose:category;prose:generic,,
167,data_broker__roam-b-v-echo-analytics,data_broker,cookie_policy-07,cookie_policy,https://www.roam-geo.com/cookie-policy,prose,prose:generic,prose:category;prose:generic,,
168,data_broker__connatix-native-exchange-inc,data_broker,privacy_policy-00,privacy_policy,https://connatix.com/privacy-policy/,,,structured:named;machine_readable:named,,
168,data_broker__connatix-native-exchange-inc,data_broker,sellers_json-06,sellers_json,https://connatix.com/sellers.json,machine_readable,machine_readable:named,structured:named;machine_readable:named,,
168,data_broker__connatix-native-exchange-inc,data_broker,subprocessor_list-02,subprocessor_list,https://jwx.com/legal/subprocessors/,structured,structured:named,structured:named;machine_readable:named,,
169,data_broker__freenet-dls-gmbh,data_broker,privacy_policy-00,privacy_policy,https://www.freenet.de/legal/datenschutz/,prose,prose:named,prose:named,,
170,data_broker__viomba-oy,data_broker,privacy_policy-00,privacy_policy,https://pathfinder.viomba.com/docs/privacy-policy/,prose,prose:named;prose:generic,prose:named;prose:generic,,
170,data_broker__viomba-oy,data_broker,subprocessor_list-01,subprocessor_list,https://pathfinder.viomba.com/subprocessors,,,prose:named;prose:generic,,
171,play_store_app__locationtracker,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.secureapps.locationtracker&hl=en&gl=US,,,prose:named;prose:generic,,
171,play_store_app__locationtracker,play_store_app,privacy_policy-02,privacy_policy,https://www.websitepolicies.com/create/privacy-policy,prose,prose:named;prose:generic,prose:named;prose:generic,,
172,website__popsop-com,website,privacy_policy-00,privacy_policy,https://popsop.com/privacy-policy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
172,website__popsop-com,website,partners_page-18,partners_page,https://popsop.com/partnerships-on-snow-and-ice-mini-teams-up-with-red-bull-to-give-young-talents-an-extra-push/,other_doc,,prose:named;prose:category;prose:generic,,
173,play_store_app__junglecastleadventure,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.superdoraemon.junglecastleadventure&hl=en&gl=US,,,prose:named,,
173,play_store_app__junglecastleadventure,play_store_app,privacy_policy-02,privacy_policy,https://sites.google.com/view/doraemonsuperadventure/home,prose,prose:named,prose:named,,
174,data_broker__aderize-inc,data_broker,privacy_policy-00,privacy_policy,https://aderserve.com/privacy_policy.html,prose,prose:category;prose:generic,prose:category;prose:generic,,
174,data_broker__aderize-inc,data_broker,do_not_sell-01,do_not_sell,https://aderserve.com/opt_out.html,,,prose:category;prose:generic,,
175,app_store_app__howiguessyourmom,app_store_app,privacy_policy-00,privacy_policy,http://quickappninja.com/game-privacy-policy.html,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
176,website__joker-com,website,privacy_policy-00,privacy_policy,https://joker.com/index.joker?mode=page&page=impressum#privacy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
176,website__joker-com,website,help_doc-01,help_doc,https://joker.com/faq/books/index/page/welcome-to-our-jokercom-faqs,other_doc,,prose:named;prose:category;prose:generic,,
177,app_store_app__l400000075,app_store_app,privacy_policy-00,privacy_policy,https://www.cmcm.com/en/policies/terms-of-service?hl=en,prose,prose:named;prose:generic,prose:named;prose:generic;machine_readable:named,,
177,app_store_app__l400000075,app_store_app,app_ads_txt-01,app_ads_txt,https://www.cmcm.com/app-ads.txt,machine_readable,machine_readable:named,prose:named;prose:generic;machine_readable:named,,
178,play_store_app__superstudio,play_store_app,store_listing-00,store_listing,https://play.google.com/store/apps/details?id=superstudio.tianxingjian.com.superstudio&hl=en&gl=US,structured,structured:generic,prose:category;prose:generic;structured:generic,,
178,play_store_app__superstudio,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=superstudio.tianxingjian.com.superstudio&hl=en&gl=US,structured,structured:generic,prose:category;prose:generic;structured:generic,,
178,play_store_app__superstudio,play_store_app,privacy_policy-02,privacy_policy,http://superlab.hlxmf.com/happybees_privacy.html,prose,prose:category;prose:generic,prose:category;prose:generic;structured:generic,,
179,play_store_app__hallowen,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.cyberdotinc.hallowen&hl=en&gl=US,,,prose:category;prose:generic,,
179,play_store_app__hallowen,play_store_app,privacy_policy-02,privacy_policy,https://cyberdotinc.wordpress.com/,prose,prose:category;prose:generic,prose:category;prose:generic,,
180,app_store_app__whatthequote,app_store_app,privacy_policy-00,privacy_policy,https://vitotechnology.com/privacy-policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
180,app_store_app__whatthequote,app_store_app,app_ads_txt-01,app_ads_txt,https://vitotechnology.com/app-ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
181,data_broker__iqzone-inc,data_broker,privacy_policy-00,privacy_policy,https://iqzone.com/privacy-policy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
181,data_broker__iqzone-inc,data_broker,sellers_json-21,sellers_json,https://iqzone.com/sellers.json,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
182,app_store_app__bassguitarchords,app_store_app,privacy_policy-00,privacy_policy,https://docs.google.com/document/d/1038GnhwRCeInKL_xrhZPGZ8LMaeRgOUTpVEW-tG5rz4/pub,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
183,play_store_app__wooden,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=name.zuy.android.lw.wooden&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,
183,play_store_app__wooden,play_store_app,privacy_policy-02,privacy_policy,http://apps.zuy.name/android/privacy.html,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
184,data_broker__adverticum-cplc,data_broker,privacy_policy-00,privacy_policy,https://adverticum.net/english/privacy-and-data-processing-information/,prose,,prose:category,,
184,data_broker__adverticum-cplc,data_broker,help_doc-01,help_doc,https://adverticum.net/szolgaltatasaink/adserver/support/,other_doc,,prose:category,,
184,data_broker__adverticum-cplc,data_broker,do_not_sell-02,do_not_sell,https://adverticum.net/szolgaltatasaink/adserver/opt_out/,prose,,prose:category,,
184,data_broker__adverticum-cplc,data_broker,subprocessor_list-03,subprocessor_list,https://adverticum.net/subprocessors,prose,prose:category,prose:category,,
184,data_broker__adverticum-cplc,data_broker,partners_page-04,partners_page,https://adverticum.net/our-partners,other_doc,,prose:category,,
185,play_store_app__homedesign,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.homedecorationapp.homedesign&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,
185,play_store_app__homedesign,play_store_app,privacy_policy-02,privacy_policy,http://muslimmediaprivacypolicy.blogspot.com/2017/05/muslim-media-privacy-policy.html,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
186,play_store_app__qualitytime,play_store_app,store_listing-00,store_listing,https://play.google.com/store/apps/details?id=com.zerodesktop.appdetox.qualitytime&hl=en&gl=US,,,prose:named;prose:category;prose:generic;machine_readable:named,,
186,play_store_app__qualitytime,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.zerodesktop.appdetox.qualitytime&hl=en&gl=US,,,prose:named;prose:category;prose:generic;machine_readable:named,,
186,play_store_app__qualitytime,play_store_app,privacy_policy-02,privacy_policy,https://www.qualitytimeapp.com:443/privacy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
186,play_store_app__qualitytime,play_store_app,app_ads_txt-03,app_ads_txt,https://www.qualitytimeapp.com:443/app-ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
187,website__expertvoice-com,website,privacy_policy-00,privacy_policy,https://www.expertvoice.com/privacy-policy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
187,website__expertvoice-com,website,help_doc-01,help_doc,https://expert-support.expertvoice.com/hc/en-us,other_doc,,prose:named;prose:category;prose:generic,,
187,website__expertvoice-com,website,cookie_policy-02,cookie_policy,https://www.expertvoice.com/privacy-policy/javascriptvoid(0);,prose,,prose:named;prose:category;prose:generic,,
188,app_store_app__farm,app_store_app,privacy_policy-00,privacy_policy,https://www.ezone.com/help/privacy.htm,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
188,app_store_app__farm,app_store_app,app_ads_txt-01,app_ads_txt,https://www.ezone.com/app-ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
189,website__reuters-com,website,privacy_policy-00,privacy_policy,https://www.thomsonreuters.com/en/privacy-statement,structured,structured:named;structured:category;structured:generic,structured:named;structured:category;structured:generic,,
190,app_store_app__android,app_store_app,privacy_policy-00,privacy_policy,https://www.carters.com/customerservice/privacy-policy,prose,,,,
191,play_store_app__t211803859,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.launcher.theme.t211803859&hl=en&gl=US,,,prose:named;prose:category;prose:generic;machine_readable:named,,
191,play_store_app__t211803859,play_store_app,privacy_policy-02,privacy_policy,https://www.cmcm.com/en/policies/privacy-policy?hl=en,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
191,play_store_app__t211803859,play_store_app,app_ads_txt-03,app_ads_txt,https://www.cmcm.com/app-ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
192,app_store_app__pioupiou,app_store_app,privacy_policy-00,privacy_policy,http://www.zanorg.com/privacy.html,prose,prose:category;prose:generic,prose:category;prose:generic,,
