label_order,target_id,target_type,doc_id,role,url,predicted_medium,predicted_relevant,predicted_evidence,gold_relevant,notes
111,website__gaf-com,website,privacy_policy-00,privacy_policy,https://www.gaf.com/en-us/about-us/privacy-legal/privacy-notice,prose,1,"Effective date February 1, 2026 This Privacy Notice describes how GAF Materials LLC d/b/a GAF, GAF Canada ULC, GAF Energy LLC, and their direct and indirect subsidiaries that do not maintain their ...",,
111,website__gaf-com,website,help_doc-01,help_doc,https://www.gaf.com/en-us/plan-design/fortified-roof,other_doc,0,,,
112,data_broker__turk-telekom,data_broker,privacy_policy-00,privacy_policy,https://www.giftaddigital.com/en/privacy-policy,prose,1,We may synchronize anonymous identifiers collected above with those of third parties (including cross-device identifiers). We do not control the privacy practices of these third parties. To prevent...,,
112,data_broker__turk-telekom,data_broker,sellers_json-21,sellers_json,https://www.giftaddigital.com/sellers.json,machine_readable,1,registry enumerates 24 named vendor(s),,
113,website__learningtoearnonline-com,website,privacy_policy-00,privacy_policy,https://www.surefirewealth.com/privacy-policy,prose,1,"Privacy Notice Effective Date: May 16th 2018 Notice Version: 1.0 Data Controller Contact Information SureFireWealth Inc 2248 Meridian Boulevard Suite H. Minden, NV 89423 This document governs the p...",,
114,data_broker__mediawayss-sp-z-o-o,data_broker,privacy_policy-00,privacy_policy,https://www.vidverto.io/privacy-policy,prose,1,"MEDIAWAYSS Sp. z o.o. collects personally identifiable data, such as your name, surname or email address, when it is voluntarily submitted to us at this website. MEDIAWAYSS Sp. z o.o. and the compa...",,
114,data_broker__mediawayss-sp-z-o-o,data_broker,do_not_sell-01,do_not_sell,https://www.vidverto.io/opt-out,,0,,,
114,data_broker__mediawayss-sp-z-o-o,data_broker,sellers_json-17,sellers_json,https://cdn.vidverto.io/assets/vidverto/sellers.json,machine_readable,1,registry enumerates 200 named vendor(s),,
115,app_store_app__floweradvisor,app_store_app,privacy_policy-00,privacy_policy,https://www.floweradvisor.com/privacy-policy,prose,1,"To process transactions Your information, whether public or private, will not be sold, exchanged, transferred, or given to any other company for any reason whatsoever, without your consent, other t...",,
116,data_broker__adacado-technologies-inc-dba-adacado,data_broker,privacy_policy-00,privacy_policy,https://adacado.com/privacy-policy/,structured,1,"Adacado Technologies, Inc. (“Adacado”) provides advertising technology solutions (”Technology”), enabling media companies, advertising agencies and advertisers to deliver dynamic and interactive ad...",,
116,data_broker__adacado-technologies-inc-dba-adacado,data_broker,help_doc-01,help_doc,https://adacado.com/support/,structured,1,The cookie is used by cdn services like CloudFare to identify individual clients behind a shared IP address and apply security settings on a per-client basis. It does not correspond to any user ID ...,,
116,data_broker__adacado-technologies-inc-dba-adacado,data_broker,do_not_sell-02,do_not_sell,https://adacado.com/thank-you-opt-out/,structured,1,The cookie is used by cdn services like CloudFare to identify individual clients behind a shared IP address and apply security settings on a per-client basis. It does not correspond to any user ID ...,,
116,data_broker__adacado-technologies-inc-dba-adacado,data_broker,vendor_list-18,vendor_list,https://adacado.com/third-party-data/,structured,1,Third-party data is data collected from various outside sources. This data can generally be broken down into three major segments (a) demographic data that collected from a combination of user regi...,,
117,website__royalnavy-mod-uk,website,privacy_policy-00,privacy_policy,https://www.royalnavy.mod.uk/privacy,prose,1,5. Transfers outside the UK,,
117,website__royalnavy-mod-uk,website,cookie_policy-01,cookie_policy,https://www.royalnavy.mod.uk/cookies,structured,1,Support users’ sharing of information on the website via social media,,
118,app_store_app__rescueenchanteriap,app_store_app,store_listing-00,store_listing,https://apps.apple.com/us/app/rescue-the-enchanter-lite/id1193065482?uo=4,,0,,,
118,app_store_app__rescueenchanteriap,app_store_app,privacy_policy-01,privacy_policy,https://syntaxity.com/privacy/,prose,1,"This Privacy Policy applies to Syntaxity’s games, apps, websites and related services (together, the “Services” or “games”, “apps”, “websites” for individual categories). This Privacy Policy explai...",,
119,data_broker__the-newco-s-r-l,data_broker,privacy_policy-00,privacy_policy,https://www.thenewco.tech/privacy-policy/,structured,1,"Depending on the Service provided to the client, if they instruct us to do that:",,
120,data_broker__truedata-solutions-inc,data_broker,do_not_sell-01,do_not_sell,https://info-prod.truedata.co/opt-out-request,prose,1,"ID5 and its other subsidiaries do not process personally identifiable information (e.g., un-hashed email address, name, postal address), profile data used for ad targeting, or demographic data (e.g...",,
121,website__500kproject-com,website,privacy_policy-00,privacy_policy,http://privacypolicy.news/privacy-policy.html,prose,1,"Cookies. Third parties may be placing or reading ""cookies"" on your web browser. Cookies are alphanumeric identifiers that are transferred to your computer's hard drive through your web browser to e...",,
122,play_store_app__esker,play_store_app,store_listing-00,store_listing,https://play.google.com/store/apps/details?id=com.esker.esker&hl=en&gl=US,,0,,,
122,play_store_app__esker,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.esker.esker&hl=en&gl=US,,0,,,
122,play_store_app__esker,play_store_app,privacy_policy-02,privacy_policy,https://www.esker.com/privacy-policy/,prose,1,"Esker, Inc. (""Esker,” “we,” “us,” or “our”), a subsidiary of Esker, S.A., is a recognized leader in helping organizations eliminate manual processes, gain process visibility and control, and reduce...",,
123,play_store_app__ftype,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.jaguar.ftype&hl=en&gl=US,,0,,,
123,play_store_app__ftype,play_store_app,privacy_policy-02,privacy_policy,https://www.jaguar.com/en-xi/jdx/index.html,prose,0,,,
124,play_store_app__crochetpracticestepbystep,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.handmadestudio.crochetpracticestepbystep&hl=en&gl=US,,0,,,
124,play_store_app__crochetpracticestepbystep,play_store_app,privacy_policy-02,privacy_policy,https://docs.google.com/document/d/1k5bWUUjMerkdBrDu1RMZlm7xQLulA7G03va5J33WfUY/pub,prose,1,We recognize that privacy is significant. This Privacy Policy applies to all apps under the publisher name of “Handmade Studio”. We has created this Policy to explain our privacy practices so you c...,,
125,play_store_app__flappy3d,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.mace.flappy3d&hl=en&gl=US,,0,,,
125,play_store_app__flappy3d,play_store_app,privacy_policy-02,privacy_policy,https://tippytap.ca/privacy-policy,prose,1,"The TippyTap Privacy Policy (this ""Policy"") explains how we collect, use, and share information through our mobile apps (the ""Service"") and our corporate website at www.tippytap.ca (""Site""), as wel...",,
125,play_store_app__flappy3d,play_store_app,app_ads_txt-03,app_ads_txt,https://tippytap.ca/app-ads.txt,machine_readable,1,registry enumerates 200 named vendor(s),,
126,play_store_app__saborvenezolano,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.crmboost.saborvenezolano&hl=en&gl=US,,0,,,
126,play_store_app__saborvenezolano,play_store_app,privacy_policy-02,privacy_policy,http://crmboost.com/tasty/privacy.fwx?compid=10010995,prose,1,"We at SABOR VENEZOLANO (“SABOR VENEZOLANO,” “we,” “us,” or “our”) have created this privacy policy (this “Privacy Policy”) because we know that you care about how information you provide to us is u...",,
127,app_store_app__spider-robotic-battle-robot-transforming-game,app_store_app,privacy_policy-00,privacy_policy,https://gamessoftstudios.wixsite.com/website/privacy-policy,prose,1,"For purposes of this Privacy Policy, “non-personal data” means information that does not directly identify you. The types of non-personal data GAMESOFT STUDIOS may collect and use include Device Lo...",,
128,app_store_app__platformtower,app_store_app,privacy_policy-00,privacy_policy,https://www.game5mobile.com/numberrumblefaq,other_doc,0,,,
129,app_store_app__attack,app_store_app,privacy_policy-00,privacy_policy,http://actionunigames.blogspot.com/2017/05/privacy-policy.html,prose,1,Disclosure of Your information:,,
130,data_broker__ad-tech-company-o,data_broker,privacy_policy-00,privacy_policy,https://floxis.tech/privacy,prose,1,"This Privacy Policy explains how Floxis collects, uses, stores, discloses, and otherwise processes personal data in connection with our website, dashboards, APIs, software, hosted tools, business c...",,
130,data_broker__ad-tech-company-o,data_broker,partners_page-01,partners_page,https://floxis.tech/#integrations,other_doc,0,,,
130,data_broker__ad-tech-company-o,data_broker,sellers_json-06,sellers_json,https://floxis.tech/sellers.json,machine_readable,1,registry enumerates 27 named vendor(s),,
131,app_store_app__boomballons,app_store_app,privacy_policy-00,privacy_policy,https://tspmobile.pl/privacy-policy/privacy-policy-for-our-applications-for-android/,prose,1,"Our free applications and games uses AdMob’s advertising platform. It can display personalized, targeted ads based on user’s clicks and other actions and search terms. We (because of using AdMob SD...",,
131,app_store_app__boomballons,app_store_app,app_ads_txt-01,app_ads_txt,http://tspmobile.pl/app-ads.txt,machine_readable,1,registry enumerates 1 named vendor(s),,
132,app_store_app__photocollage,app_store_app,privacy_policy-00,privacy_policy,https://github.com/BatterAappSolution/Pixel-Effect-Collage-Maker/blame/master/Privacy%20Policy.md,prose,0,,,
133,data_broker__hbagency,data_broker,privacy_policy-00,privacy_policy,https://www.hbagency.ai/privacy,prose,1,"Among the personal data collected by the site and by the owner, independently or through third parties, there are cookies. To view the types of data collected through cookies, refer to the Cookies ...",,
133,data_broker__hbagency,data_broker,help_doc-01,help_doc,https://www.hbagency.ai/contacts,other_doc,0,,,
133,data_broker__hbagency,data_broker,subprocessor_list-02,subprocessor_list,https://www.hbagency.ai/subprocessors,,0,,,
134,app_store_app__dandiaconescusoundboard,app_store_app,privacy_policy-00,privacy_policy,http://aplicatiiandroidromanesti.blogspot.com/p/privacy-policy.html,prose,1,We will share your information with third parties only in the ways that are described in this privacy statement.,,
135,play_store_app__tinyplanet,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.zinilaus.photoeffect.tinyplanet&hl=en&gl=US,,0,,,
135,play_store_app__tinyplanet,play_store_app,privacy_policy-02,privacy_policy,http://zinila.com/policy.html,prose,1,"In order to receive information about your Personal Data, the purposes and the parties the Data is shared with, contact the Owner.",,
136,data_broker__nexx360,data_broker,privacy_policy-00,privacy_policy,https://nexx360.io/privacy-policy/,prose,0,,,
136,data_broker__nexx360,data_broker,help_doc-01,help_doc,https://nexx360.io/the-trusted-third-party-to-support-the-programmatic-evolution-of-online-content-publishers/,other_doc,0,,,
136,data_broker__nexx360,data_broker,cookie_policy-02,cookie_policy,https://nexx360.io/politique-de-cookies-ue/,prose,1,"Our website, https://nexx360.io (hereinafter: ""the website"") uses cookies and other related technologies (for convenience all technologies are referred to as ""cookies""). Cookies are also placed by ...",,
137,data_broker__arcspan-technologies-inc,data_broker,privacy_policy-01,privacy_policy,https://arcspan.com/privacy,prose,1,"ArcSpan Technologies, Inc. (âArcSpan,â âCompany,â âwe,â âour,â or âusâ) understands that privacy is important to our users. This Privacy Policy discloses our practices regarding...",,
138,website__ghetosearch-com,website,privacy_policy-01,privacy_policy,https://www.ghetosearch.com,,0,,,
138,website__ghetosearch-com,website,cookie_policy-03,cookie_policy,https://www.ghetosearch.com,,0,,,
138,website__ghetosearch-com,website,do_not_sell-04,do_not_sell,https://www.ghetosearch.com,,0,,,
138,website__ghetosearch-com,website,dpa-05,dpa,https://www.ghetosearch.com,,0,,,
138,website__ghetosearch-com,website,partners_page-06,partners_page,https://www.ghetosearch.com,other_doc,0,,,
138,website__ghetosearch-com,website,subprocessor_list-06,subprocessor_list,https://www.ghetosearch.com,,0,,,
138,website__ghetosearch-com,website,vendor_list-07,vendor_list,https://www.ghetosearch.com,,0,,,
139,website__media-io,website,privacy_policy-00,privacy_policy,https://www.wondershare.com/privacy.html,structured,1,Featured Products AIGC Digital Creativity Video Creativity Products Filmora Complete Video Editing Tool. ToMoviee AI All-in-One AI Creative Studio. UniConverter AI Media Conversion and Enhancement....,,
140,app_store_app__iatdmct2017,app_store_app,privacy_policy-00,privacy_policy,http://fs.confit.atlas.jp/app/apppolicy_en.html,prose,1,The information acquired pursuant to the provisions set forth in Article 2-1 and Article 2-2 will be transferred to our servers for use within the scope of the purpose of use.,,
141,app_store_app__fanartdbswallpaperhd,app_store_app,privacy_policy-00,privacy_policy,http://amplaystudio.blogspot.com/2017/11/privacy-policy.html,prose,1,Do third parties see and/or have access to information obtained by the Application?,,
143,app_store_app__mayalagukoreapsy,app_store_app,privacy_policy-00,privacy_policy,http://watisukamti.blogspot.com/p/lagu-korea-psy-privacy-policy-this.html,prose,1,Do third parties see and/or have access to information obtained by the Application?,,
144,app_store_app__store,app_store_app,store_listing-00,store_listing,https://apps.apple.com/us/app/garagistic/id1166979331?uo=4,structured,1,platform label (apple) declares sharing,,
144,app_store_app__store,app_store_app,privacy_policy-01,privacy_policy,https://www.garagistic.com/pages/privacy-policy,prose,0,,,
145,play_store_app__srn,play_store_app,store_listing-00,store_listing,https://play.google.com/store/apps/details?id=mipl.srn&hl=en&gl=US,,0,,,
145,play_store_app__srn,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=mipl.srn&hl=en&gl=US,,0,,,
145,play_store_app__srn,play_store_app,privacy_policy-02,privacy_policy,https://www.mipl.co.in/privacy-policy.html,prose,1,The circumstances under which we disclose information to third parties;,,
146,website__keynote-com,website,privacy_policy-00,privacy_policy,https://policies.google.com/privacy,prose,1,Data transfer frameworks,,
146,website__keynote-com,website,subprocessor_list-01,subprocessor_list,https://www.dynatrace.com/platform/mobile-app-monitoring/?vehicle_name=keynote.com,,0,,,
146,website__keynote-com,website,do_not_sell-02,do_not_sell,https://www.google.com/history/optout?utm_source=pp&nzb=1,,0,,,
146,website__keynote-com,website,partners_page-03,partners_page,https://policies.google.com/technologies/partner-sites,other_doc,1,"Many websites and apps use Google services to improve their content and keep it free. When they integrate our services, these sites and apps share information with Google.",,
147,app_store_app__evercheck,app_store_app,privacy_policy-00,privacy_policy,http://evercheck.com/privacy/,prose,1,"Solutions Products Human resources The gold standard in primary source verification Education Track, manage, and create continuing education Exclusions Focus on addressing exclusions, not finding t...",,
148,play_store_app__pip6,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=photo.photocollage.pip6&hl=en&gl=US,,0,,,
148,play_store_app__pip6,play_store_app,privacy_policy-02,privacy_policy,http://collagemakerapps.blogspot.com/,prose,1,"In the following circumstances, we may disclose your personal information according to your wish or regulations by law:",,
149,app_store_app__fightwithfruit,app_store_app,privacy_policy-00,privacy_policy,https://1privacypolicy.weebly.com/,prose,1,"This page informs you of our policies regarding the collection, use and disclosure of Personal Information we receive from users of our games / apps.",,
150,data_broker__muso-tnt-limited,data_broker,privacy_policy-00,privacy_policy,https://www.muso.com/policies/muso-privacy-policy,structured,1,"This Privacy Policy describes what Personal Data MUSO collects and processes through Our website, products, services and through the third party sub-processors and Our data partners. We aim to be t...",,
150,data_broker__muso-tnt-limited,data_broker,cookie_policy-01,cookie_policy,https://www.muso.com/policies/muso-cookie-policy,prose,1,"To determine which parts of the website are most interesting for our visitors, we always try to measure how many visitors come to our website and which parts are viewed most often. We use cookies f...",,
151,play_store_app__menara3,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=klikhost.radio.menara3&hl=en&gl=US,,0,,,
151,play_store_app__menara3,play_store_app,privacy_policy-02,privacy_policy,http://klikhost.com/privacypolicy/androidapps/,prose,1,"This Privacy Policy governs the manner in which KLIKHOST.COM collects, uses, maintains and discloses information collected from users (each, a ""User"") of our Android Mobile Applications (""Apps""). T...",,
152,app_store_app__lion-lock-screen,app_store_app,privacy_policy-00,privacy_policy,https://cosmicmobile.com:443/cosmic-mobile-privacy-policy/,structured,1,"This Privacy Policy (the â Policy â) describes the way that Cosmic Mobile (the â CM â) collects, stores, shares or otherwise uses information about users (the â Userâ or â you â) of...",,
153,app_store_app__flashlighthtc,app_store_app,privacy_policy-00,privacy_policy,http://www.nenter.pl/app/policy/?package=pl.nenter.app.flashlighthtc,prose,1,"The application may display advertisements. We use Facebook Audience Network for this purpose. For more details, visit the following pages.",,
153,app_store_app__flashlighthtc,app_store_app,app_ads_txt-01,app_ads_txt,http://www.nenter.pl/app-ads.txt,machine_readable,1,registry enumerates 1 named vendor(s),,
154,play_store_app__mazi,play_store_app,store_listing-00,store_listing,https://play.google.com/store/apps/details?id=com.automon.saita.amanatidou.lamprakhs.mazi&hl=en&gl=US,,0,,,
154,play_store_app__mazi,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.automon.saita.amanatidou.lamprakhs.mazi&hl=en&gl=US,,0,,,
154,play_store_app__mazi,play_store_app,privacy_policy-02,privacy_policy,https://creativecommons.org/privacy/privacy-policy-pre-2008-10-15/,prose,1,"This Privacy Policy explains the collection, use, and disclosure of “personal information” by Creative Commons, a Massachusetts Corporation, with its principal place of business at 171 Second St, S...",,
155,data_broker__adelement-media-solutions-pvt-ltd,data_broker,privacy_policy-00,privacy_policy,https://adelement.com/privacy-policy.html,prose,1,8. Data Sharing,,
155,data_broker__adelement-media-solutions-pvt-ltd,data_broker,do_not_sell-01,do_not_sell,https://adelement.com/opt-out.html,prose,0,,,
155,data_broker__adelement-media-solutions-pvt-ltd,data_broker,subprocessor_list-02,subprocessor_list,https://adelement.com/subprocessors,,0,,,
155,data_broker__adelement-media-solutions-pvt-ltd,data_broker,sellers_json-06,sellers_json,https://adelement.com/sellers.json,machine_readable,1,registry enumerates 200 named vendor(s),,
156,website__prada-com,website,privacy_policy-00,privacy_policy,https://www.prada.com/us/en/info/privacy-policy.html,prose,1,"Prada S.p.A., with its registered office in Milan (Italy), the operating holding company of the PRADA Group (defined below) and site manager of www.prada.com , together with its subsidiary, PRADA U...",,
156,website__prada-com,website,cookie_policy-01,cookie_policy,https://www.prada.com/us/en/info/cookie-policy.html,structured,1,Third-party plugins Our Website may also contain social media plugins and/or buttons that allow us to easily share our contents on your favourite social media. These plugins do not save any cookies...,,
156,website__prada-com,website,help_doc-02,help_doc,https://www.prada.com/us/en/info/faqs.html,other_doc,0,,,
157,data_broker__start-io-inc,data_broker,privacy_policy-00,privacy_policy,https://www.start.io/policy/privacy-policy-site/,structured,1,"Start.io Inc. and its Affiliates ( formerly: StartApp Inc. ; “ we ,” “ us ,” “ our ” or “ Start.io ”) respects your privacy. This privacy policy (the “ Policy ”) explains Start.io’s privacy practic...",,
157,data_broker__start-io-inc,data_broker,help_doc-01,help_doc,https://support.start.io/hc/en-us,other_doc,0,,,
157,data_broker__start-io-inc,data_broker,do_not_sell-02,do_not_sell,https://www.start.io/do-not-sell-or-sharemy-personal-information/,prose,1,"· On an iOS Device: Apple’s mobile ad ID is known as the IDFA, short for ID for advertisers. The IDFA on an iOS device is hidden by default. It can be accessed using a third-party app. There are se...",,
157,data_broker__start-io-inc,data_broker,sellers_json-18,sellers_json,https://www.start.io/sellers.json,machine_readable,1,registry enumerates 200 named vendor(s),,
158,data_broker__next-media-solutions,data_broker,privacy_policy-00,privacy_policy,https://www.rmcbfm-ads.com/donnees-personnelles.html,,0,,,
158,data_broker__next-media-solutions,data_broker,ads_txt-21,ads_txt,https://www.rmcbfm-ads.com/ads.txt,machine_readable,1,registry enumerates 26 named vendor(s),,
159,app_store_app__japanrun,app_store_app,privacy_policy-00,privacy_policy,https://privacypolicyafredenuccigames.wordpress.com/,prose,1,"This page is used to inform visitors regarding my policies with the collection, use, and disclosure of Personal Information if anyone decided to use my Service.",,
160,play_store_app__babyspanish,play_store_app,store_listing-00,store_listing,https://play.google.com/store/apps/details?id=white.simplicity.babyspanish&hl=en&gl=US,,0,,,
160,play_store_app__babyspanish,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=white.simplicity.babyspanish&hl=en&gl=US,,0,,,
160,play_store_app__babyspanish,play_store_app,privacy_policy-02,privacy_policy,https://www.iubenda.com/privacy-policy/858073/legal,prose,1,Access to third party services' accounts Facebook account access Permissions: About Me; Access Friend Lists; Email Advertising AdMob Personal Data: Cookies; unique device identifiers for advertisin...,,
161,data_broker__permutive-limited,data_broker,privacy_policy-00,privacy_policy,https://permutive.com/privacy,prose,1,"Success stories test Our customers Premium publishers, advertisers and agencies Brands Brand advertiser solutions in action Publishers Sell-side solutions in action All success stories Customer tes...",,
161,data_broker__permutive-limited,data_broker,cookie_policy-07,cookie_policy,https://permutive.com/cookies-context-and-the-metrics-that-matter-how-publishers-can-climb-the-value-chain,prose,1,"Success stories test Our customers Premium publishers, advertisers and agencies Brands Brand advertiser solutions in action Publishers Sell-side solutions in action All success stories Customer tes...",,
161,data_broker__permutive-limited,data_broker,partners_page-16,partners_page,https://permutive.com/partners,other_doc,1,"Success stories test Our customers Premium publishers, advertisers and agencies Brands Brand advertiser solutions in action Publishers Sell-side solutions in action All success stories Customer tes...",,
162,website__flixify-hosting-com,website,privacy_policy-00,privacy_policy,https://flixify-hosting.com/privacy-policy.php,prose,1,Domains Register Domain Your very own website address Transfer Domain Move your domain to us,,
162,website__flixify-hosting-com,website,help_doc-01,help_doc,https://flixify-hosting.com/portal.php,other_doc,0,Domains Register Domain Your very own website address Transfer Domain Move your domain to us,,
163,play_store_app__sunderlandlibraries,play_store_app,store_listing-00,store_listing,https://play.google.com/store/apps/details?id=uk.co.solus.SunderlandLibraries&hl=en&gl=US,structured,1,store-listing data-safety card (mirrors play_data_safety),,
163,play_store_app__sunderlandlibraries,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=uk.co.solus.SunderlandLibraries&hl=en&gl=US,structured,1,Data shared,,
163,play_store_app__sunderlandlibraries,play_store_app,privacy_policy-02,privacy_policy,http://www.yourlibraryapp.co.uk/Privacy.htm,prose,0,,,
164,website__houstonpublicmedia-org,website,privacy_policy-00,privacy_policy,https://uhsystem.edu/resources/privacy-notice/,prose,1,"We use third-party, session and persistent cookies and similar technology to collect aggregate (non-personal) information about Sites usage by all of our visitors and to help us remember you and yo...",,
164,website__houstonpublicmedia-org,website,help_doc-01,help_doc,https://www.houstonpublicmedia.org/support/hpm-plus/,other_doc,0,,,
165,play_store_app__app2,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.facilethings.app2&hl=en&gl=US,,0,,,
165,play_store_app__app2,play_store_app,privacy_policy-02,privacy_policy,https://facilethings.com/privacy/en,prose,1,To enable you to share information and communicate with other users.,,
166,data_broker__brave-people-ltd,data_broker,privacy_policy-00,privacy_policy,https://www.thebrave.io/privacy-policy/,prose,1,The following serves as our notice at collection (“ Notice ”) of Personal Data. We collect Personal Data as detailed in this Notice and in our Privacy Notice available below. Categories of Personal...,,
166,data_broker__brave-people-ltd,data_broker,cookie_policy-08,cookie_policy,https://www.thebrave.io/cookies-notice/,structured,1,"Third party cookies, which are served by a third party on our behalf. We use third party cookies for functionality, performance / analytics, marketing, and other technologies, and social media purp...",,
166,data_broker__brave-people-ltd,data_broker,sellers_json-20,sellers_json,https://www.thebrave.io/sellers.json,machine_readable,1,registry enumerates 200 named vendor(s),,
167,data_broker__roam-b-v-echo-analytics,data_broker,privacy_policy-00,privacy_policy,https://www.roam-geo.com/privacy-policy,prose,1,"Last updated on January 16th, 2023 This privacy notice for ROAM BV ("" Company ,"" "" we ,"" "" us ,"" or "" our ""), describes how and why we might collect, store, use, and/or share ("" process "") your inf...",,
167,data_broker__roam-b-v-echo-analytics,data_broker,do_not_sell-01,do_not_sell,https://www.roam-geo.com/privacy/do-not-sell-my-personal-information,,0,,,
167,data_broker__roam-b-v-echo-analytics,data_broker,cookie_policy-07,cookie_policy,https://www.roam-geo.com/cookie-policy,prose,1,What are cookies? ‍ Cookies are small data files that are placed on your computer or mobile device when you visit a website. Cookies are widely used by website owners in order to make their website...,,
168,data_broker__connatix-native-exchange-inc,data_broker,privacy_policy-00,privacy_policy,https://connatix.com/privacy-policy/,,0,,,
168,data_broker__connatix-native-exchange-inc,data_broker,sellers_json-06,sellers_json,https://connatix.com/sellers.json,machine_readable,1,registry enumerates 199 named vendor(s),,
168,data_broker__connatix-native-exchange-inc,data_broker,subprocessor_list-02,subprocessor_list,https://jwx.com/legal/subprocessors/,structured,1,medium=structured,,
169,data_broker__freenet-dls-gmbh,data_broker,privacy_policy-00,privacy_policy,https://www.freenet.de/legal/datenschutz/,prose,1,Wir nutzen das Online-Werbeprogramm „Google Ads“ und im Rahmen von Google Ads das Conversion-Tracking. Das Google Conversion Tracking ist ein Analysedienst der Google Inc. (1600 Amphitheatre Parkwa...,,
170,data_broker__viomba-oy,data_broker,privacy_policy-00,privacy_policy,https://pathfinder.viomba.com/docs/privacy-policy/,prose,1,"We mainly use your information to produce the analytics and insights on your online advertising business. Your information is not shared with any other users than those, who share access to the sam...",,
170,data_broker__viomba-oy,data_broker,subprocessor_list-01,subprocessor_list,https://pathfinder.viomba.com/subprocessors,,0,,,
171,play_store_app__locationtracker,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.secureapps.locationtracker&hl=en&gl=US,,0,,,
171,play_store_app__locationtracker,play_store_app,privacy_policy-02,privacy_policy,https://www.websitepolicies.com/create/privacy-policy,prose,1,"Ensure seamless integration for a consistent user experience with your favorite platforms including WordPress, Shopify, Wix, Squarespace, or others.",,
172,website__popsop-com,website,privacy_policy-00,privacy_policy,https://popsop.com/privacy-policy/,prose,1,"Popsop does not disclose personal information to any third parties directly, but you share your personal data with Google, Twitter and Facebook while using Popsop services, powered by these compani...",,
172,website__popsop-com,website,partners_page-18,partners_page,https://popsop.com/partnerships-on-snow-and-ice-mini-teams-up-with-red-bull-to-give-young-talents-an-extra-push/,other_doc,0,,,
173,play_store_app__junglecastleadventure,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.superdoraemon.junglecastleadventure&hl=en&gl=US,,0,,,
173,play_store_app__junglecastleadventure,play_store_app,privacy_policy-02,privacy_policy,https://sites.google.com/view/doraemonsuperadventure/home,prose,1,We also use Google Admob SDK and Unity SDK for advertisements in our applications.Please see Admob Privacy Policy,,
174,data_broker__aderize-inc,data_broker,privacy_policy-00,privacy_policy,https://aderserve.com/privacy_policy.html,prose,1,"In order to receive information about your Personal Data, the purposes and the parties the Data is shared with, contact the Owner.",,
174,data_broker__aderize-inc,data_broker,do_not_sell-01,do_not_sell,https://aderserve.com/opt_out.html,,0,,,
175,app_store_app__howiguessyourmom,app_store_app,privacy_policy-00,privacy_policy,http://quickappninja.com/game-privacy-policy.html,prose,1,"We collect information to provide better services to all of our users. Information that we get about you from other services Such as Google Analytics, Firebase, Crashlytics, Google Play and others ...",,
176,website__joker-com,website,privacy_policy-00,privacy_policy,https://joker.com/index.joker?mode=page&page=impressum#privacy,prose,1,"If you transfer personal data of third parties within the scope of ordering a service, i.e. you use their personal data as contact or additional contact, you are obliged to inform the person concer...",,
176,website__joker-com,website,help_doc-01,help_doc,https://joker.com/faq/books/index/page/welcome-to-our-jokercom-faqs,other_doc,0,Joker.com Website FAQ (EN) All you need to know about domains at Joker.com Contents Domain Name Fundamentals Account Domain Management DNS Transfers Responsibilities and Domain Abuse,,
177,app_store_app__l400000075,app_store_app,privacy_policy-00,privacy_policy,https://www.cmcm.com/en/policies/terms-of-service?hl=en,prose,1,"These Terms of Service (“ToS”) constitute a legal agreement between the user of our products and services (“user” or “you”) and the Company. It applies when a user accesses, uses or visits our webs...",,
177,app_store_app__l400000075,app_store_app,app_ads_txt-01,app_ads_txt,https://www.cmcm.com/app-ads.txt,machine_readable,1,registry enumerates 199 named vendor(s),,
178,play_store_app__superstudio,play_store_app,store_listing-00,store_listing,https://play.google.com/store/apps/details?id=superstudio.tianxingjian.com.superstudio&hl=en&gl=US,structured,1,store-listing data-safety card (mirrors play_data_safety),,
178,play_store_app__superstudio,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=superstudio.tianxingjian.com.superstudio&hl=en&gl=US,structured,1,Data shared,,
